Impact ID,策划注释,Impact逻辑ID,参数1,参数2,参数3,参数4,Buff图标,impact互斥id,顶替优先级,死亡后是否消失,下线是否计时,脚本ID,特效,名称,描述,技能效果,技能受击效果,技能缩放,技能效果x,技能效果y,技能音效,受击缩放,受击x,受击y,受击音效,技能播放速度,受击播放速度,全体or单人（0单人，1全体）
4101,时间漫游 ,0,150,0,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,3,0,0,-1,3,0,0,-1,0.08,0.04,0
4102,时间漫游 ,0,200,0,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,3,0,0,-1,3,0,0,-1,0.08,0.04,0
4103,时间漫游 ,0,250,0,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,3,0,0,-1,3,0,0,-1,0.08,0.04,0
4104,时间漫游 ,0,300,0,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,3,0,0,-1,3,0,0,-1,0.08,0.04,0
4201,时间漫游 ,5,3,25,2,-1,-1,0,25,-1,-1,-1,-1,-1,-1,-1,-1,3,0,0,-1,3,0,0,-1,0.08,0.04,0
4202,时间漫游 ,5,3,30,2,-1,-1,0,30,-1,-1,-1,-1,-1,-1,-1,-1,3,0,0,-1,3,0,0,-1,0.08,0.04,0
4203,时间漫游 ,5,3,35,2,-1,-1,0,35,-1,-1,-1,-1,-1,-1,-1,-1,3,0,0,-1,3,0,0,-1,0.08,0.04,0
4204,时间漫游 ,5,3,40,2,-1,-1,0,40,-1,-1,-1,-1,-1,-1,-1,-1,3,0,0,-1,3,0,0,-1,0.08,0.04,0
4301,毒性攻击,1,100,10,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,3,0,0,-1,3,0,0,-1,0.08,0.04,0
4302,毒性攻击,1,100,16,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,3,0,0,-1,3,0,0,-1,0.08,0.04,0
4303,毒性攻击,1,100,22,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,3,0,0,-1,3,0,0,-1,0.08,0.04,0
4304,毒性攻击,1,100,28,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,3,0,0,-1,3,0,0,-1,0.08,0.04,0
4401,毒性攻击,5,23,10,2,-1,-1,0,10,-1,-1,-1,-1,-1,-1,-1,-1,3,0,0,-1,3,0,0,-1,0.08,0.04,0
4402,毒性攻击,5,23,20,2,-1,-1,0,20,-1,-1,-1,-1,-1,-1,-1,-1,3,0,0,-1,3,0,0,-1,0.08,0.04,0
4403,毒性攻击,5,23,30,2,-1,-1,0,30,-1,-1,-1,-1,-1,-1,-1,-1,3,0,0,-1,3,0,0,-1,0.08,0.04,0
4404,毒性攻击,5,23,40,2,-1,-1,0,40,-1,-1,-1,-1,-1,-1,-1,-1,3,0,0,-1,3,0,0,-1,0.08,0.04,0
4501,撕裂大地,1,0,120,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,3,0,0.1,-1,3,0,0,-1,0.08,0.04,0
4502,撕裂大地,1,0,180,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,3,0,0.1,-1,3,0,0,-1,0.08,0.04,0
4503,撕裂大地,1,0,240,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,3,0,0.1,-1,3,0,0,-1,0.08,0.04,0
4504,撕裂大地,1,0,300,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,3,0,0.1,-1,3,0,0,-1,0.08,0.04,0
4601,撕裂大地,5,3,200,3,-1,-1,1,100,-1,-1,-1,-1,-1,-1,zjz_xuanyun,-1,3,0,0.1,-1,3,0,0,-1,0.08,0.04,0
4602,撕裂大地,5,3,200,3,-1,-1,1,100,-1,-1,-1,-1,-1,-1,zjz_xuanyun,-1,3,0,0.1,-1,3,0,0,-1,0.08,0.04,0
4603,撕裂大地,5,3,200,3,-1,-1,1,100,-1,-1,-1,-1,-1,-1,zjz_xuanyun,-1,3,0,0.1,-1,3,0,0,-1,0.08,0.04,0
4604,撕裂大地,5,3,200,3,-1,-1,1,100,-1,-1,-1,-1,-1,-1,zjz_xuanyun,-1,3,0,0.1,-1,3,0,0,-1,0.08,0.04,0
4701,霜冻新星,1,0,125,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,3,0,0,-1,3,0,0,-1,0.08,0.04,0
4702,霜冻新星,1,0,200,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,3,0,0,-1,3,0,0,-1,0.08,0.04,0
4703,霜冻新星,1,0,275,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,3,0,0,-1,3,0,0,-1,0.08,0.04,0
4704,霜冻新星,1,0,350,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,3,0,0,-1,3,0,0,-1,0.08,0.04,0
4801,霜冻新星,5,23,20,4,-1,-1,0,20,-1,-1,-1,-1,-1,-1,-1,-1,3,0,0,-1,3,0,0,-1,0.08,0.04,0
4802,霜冻新星,5,23,20,4,-1,-1,0,20,-1,-1,-1,-1,-1,-1,-1,-1,3,0,0,-1,3,0,0,-1,0.08,0.04,0
4803,霜冻新星,5,23,20,4,-1,-1,0,20,-1,-1,-1,-1,-1,-1,-1,-1,3,0,0,-1,3,0,0,-1,0.08,0.04,0
4804,霜冻新星,5,23,20,4,-1,-1,0,20,-1,-1,-1,-1,-1,-1,-1,-1,3,0,0,-1,3,0,0,-1,0.08,0.04,0
4901,穿刺,1,0,60,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,3,0,0.1,-1,3,0,0,-1,0.08,0.04,0
4902,穿刺,1,0,130,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,3,0,0.1,-1,3,0,0,-1,0.08,0.04,0
4903,穿刺,1,0,210,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,3,0,0.1,-1,3,0,0,-1,0.08,0.04,0
4904,穿刺,1,0,260,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,3,0,0.1,-1,3,0,0,-1,0.08,0.04,0
5001,穿刺,5,3,200,2,-1,-1,1,100,-1,-1,-1,-1,-1,-1,zjz_xuanyun,-1,3,0,0.1,-1,3,0,0,-1,0.08,0.04,0
5002,穿刺,5,3,200,2,-1,-1,1,100,-1,-1,-1,-1,-1,-1,zjz_xuanyun,-1,3,0,0.1,-1,3,0,0,-1,0.08,0.04,0
5003,穿刺,5,3,200,3,-1,-1,1,100,-1,-1,-1,-1,-1,-1,zjz_xuanyun,-1,3,0,0.1,-1,3,0,0,-1,0.08,0.04,0
5004,穿刺,5,3,200,3,-1,-1,1,100,-1,-1,-1,-1,-1,-1,zjz_xuanyun,-1,3,0,0.1,-1,3,0,0,-1,0.08,0.04,0
5101,瘴气,1,0,25,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,3,0,0,-1,3,0,0,-1,0.08,0.04,0
5102,瘴气,1,0,50,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,3,0,0,-1,3,0,0,-1,0.08,0.04,0
5103,瘴气,1,0,75,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,3,0,0,-1,3,0,0,-1,0.08,0.04,0
5104,瘴气,1,0,100,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,3,0,0,-1,3,0,0,-1,0.08,0.04,0
5201,瘴气,3,0,15,15,3,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,zjz_duxinggongjishouji,3,0,0,-1,3,0,0,-1,0.08,0.04,0
5202,瘴气,3,0,30,15,3,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,zjz_duxinggongjishouji,3,0,0,-1,3,0,0,-1,0.08,0.04,0
5203,瘴气,3,0,45,15,3,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,zjz_duxinggongjishouji,3,0,0,-1,3,0,0,-1,0.08,0.04,0
5204,瘴气,3,0,60,15,3,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,zjz_duxinggongjishouji,3,0,0,-1,3,0,0,-1,0.08,0.04,0
5301,瘴气,5,23,50,2,-1,-1,0,50,-1,-1,-1,-1,-1,-1,-1,-1,3,0,0,-1,3,0,0,-1,0.08,0.04,0
5302,瘴气,5,23,50,2,-1,-1,0,50,-1,-1,-1,-1,-1,-1,-1,-1,3,0,0,-1,3,0,0,-1,0.08,0.04,0
5303,瘴气,5,23,50,2,-1,-1,0,50,-1,-1,-1,-1,-1,-1,-1,-1,3,0,0,-1,3,0,0,-1,0.08,0.04,0
5304,瘴气,5,23,50,2,-1,-1,0,50,-1,-1,-1,-1,-1,-1,-1,-1,3,0,0,-1,3,0,0,-1,0.08,0.04,0
5401,震荡波,1,0,75,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,3,0,0,-1,3,0,0,-1,0.08,0.04,0
5402,震荡波,1,0,150,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,3,0,0,-1,3,0,0,-1,0.08,0.04,0
5403,震荡波,1,0,225,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,3,0,0,-1,3,0,0,-1,0.08,0.04,0
5404,震荡波,1,0,300,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,3,0,0,-1,3,0,0,-1,0.08,0.04,0
5501,混乱之箭,1,0,200,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,3,0,0.1,-1,3,0,0,-1,0.08,0.04,0
5502,混乱之箭,1,0,225,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,3,0,0.1,-1,3,0,0,-1,0.08,0.04,0
5503,混乱之箭,1,0,250,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,3,0,0.1,-1,3,0,0,-1,0.08,0.04,0
5504,混乱之箭,1,0,275,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,3,0,0.1,-1,3,0,0,-1,0.08,0.04,0
5601,混乱之箭,5,3,200,2,-1,-1,1,100,-1,-1,-1,-1,-1,-1,zjz_xuanyun,-1,3,0,0.1,-1,3,0,0,-1,0.08,0.04,0
5602,混乱之箭,5,3,200,4,-1,-1,1,100,-1,-1,-1,-1,-1,-1,zjz_xuanyun,-1,3,0,0.1,-1,3,0,0,-1,0.08,0.04,0
5603,混乱之箭,5,3,200,6,-1,-1,1,100,-1,-1,-1,-1,-1,-1,zjz_xuanyun,-1,3,0,0.1,-1,3,0,0,-1,0.08,0.04,0
5604,混乱之箭,5,3,200,8,-1,-1,1,100,-1,-1,-1,-1,-1,-1,zjz_xuanyun,-1,3,0,0.1,-1,3,0,0,-1,0.08,0.04,0
5701,闪烁突袭,0,150,0,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,3,0,0,-1,3,0,0,-1,0.08,0.04,0
5702,闪烁突袭,0,200,0,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,3,0,0,-1,3,0,0,-1,0.08,0.04,0
5703,闪烁突袭,0,250,0,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,3,0,0,-1,3,0,0,-1,0.08,0.04,0
5704,闪烁突袭,0,300,0,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,3,0,0,-1,3,0,0,-1,0.08,0.04,0
5801,幽冥爆轰,1,0,100,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,3,0,0,-1,3,0,0,-1,0.08,0.04,0
5802,幽冥爆轰,1,0,175,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,3,0,0,-1,3,0,0,-1,0.08,0.04,0
5803,幽冥爆轰,1,0,250,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,3,0,0,-1,3,0,0,-1,0.08,0.04,0
5804,幽冥爆轰,1,0,325,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,3,0,0,-1,3,0,0,-1,0.08,0.04,0
5901,巨浪,1,0,110,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,3,0,0,-1,3,0,0,-1,0.08,0.04,0
5902,巨浪,1,0,160,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,3,0,0,-1,3,0,0,-1,0.08,0.04,0
5903,巨浪,1,0,210,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,3,0,0,-1,3,0,0,-1,0.08,0.04,0
5904,巨浪,1,0,260,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,3,0,0,-1,3,0,0,-1,0.08,0.04,0
6001,巨浪,5,23,40,2,-1,-1,0,40,-1,-1,-1,-1,-1,-1,-1,-1,3,0,0,-1,3,0,0,-1,0.08,0.04,0
6002,巨浪,5,23,40,2,-1,-1,0,40,-1,-1,-1,-1,-1,-1,-1,-1,3,0,0,-1,3,0,0,-1,0.08,0.04,0
6003,巨浪,5,23,40,2,-1,-1,0,40,-1,-1,-1,-1,-1,-1,-1,-1,3,0,0,-1,3,0,0,-1,0.08,0.04,0
6004,巨浪,5,23,40,2,-1,-1,0,40,-1,-1,-1,-1,-1,-1,-1,-1,3,0,0,-1,3,0,0,-1,0.08,0.04,0
6101,掘地穿刺,1,0,100,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,3,0,0.1,-1,3,0,0,-1,0.08,0.04,0
6102,掘地穿刺,1,0,160,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,3,0,0.1,-1,3,0,0,-1,0.08,0.04,0
6103,掘地穿刺,1,0,220,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,3,0,0.1,-1,3,0,0,-1,0.08,0.04,0
6104,掘地穿刺,1,0,280,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,3,0,0.1,-1,3,0,0,-1,0.08,0.04,0
6201,掘地穿刺,5,3,200,2,-1,-1,1,100,-1,-1,-1,-1,-1,-1,zjz_xuanyun,-1,3,0,0.1,-1,3,0,0,-1,0.08,0.04,0
6202,掘地穿刺,5,3,200,2,-1,-1,1,100,-1,-1,-1,-1,-1,-1,zjz_xuanyun,-1,3,0,0.1,-1,3,0,0,-1,0.08,0.04,0
6203,掘地穿刺,5,3,200,3,-1,-1,1,100,-1,-1,-1,-1,-1,-1,zjz_xuanyun,-1,3,0,0.1,-1,3,0,0,-1,0.08,0.04,0
6204,掘地穿刺,5,3,200,3,-1,-1,1,100,-1,-1,-1,-1,-1,-1,zjz_xuanyun,-1,3,0,0.1,-1,3,0,0,-1,0.08,0.04,0
6301,反击螺旋,4,10,50,120,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,3,0,0,-1,3,0,0,-1,0.08,0.04,0
6302,反击螺旋,4,10,50,120,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,3,0,0,-1,3,0,0,-1,0.08,0.04,0
6303,反击螺旋,4,10,50,120,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,3,0,0,-1,3,0,0,-1,0.08,0.04,0
6304,反击螺旋,4,10,50,120,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,3,0,0,-1,3,0,0,-1,0.08,0.04,0
6401,反击螺旋,4,13,150,120,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,3,0,0,-1,3,0,0,-1,0.08,0.04,0
6402,反击螺旋,4,13,200,120,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,3,0,0,-1,3,0,0,-1,0.08,0.04,0
6403,反击螺旋,4,13,250,120,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,3,0,0,-1,3,0,0,-1,0.08,0.04,0
6404,反击螺旋,4,13,300,120,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,3,0,0,-1,3,0,0,-1,0.08,0.04,0
6501,秘法天球,1,100,20,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,3,0,0,-1,3,0,0,-1,0.08,0.04,0
6502,秘法天球,1,100,30,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,3,0,0,-1,3,0,0,-1,0.08,0.04,0
6503,秘法天球,1,100,40,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,3,0,0,-1,3,0,0,-1,0.08,0.04,0
6504,秘法天球,1,100,50,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,3,0,0,-1,3,0,0,-1,0.08,0.04,0
6601,暗影波,4,31,80,1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,3,0,0,-1,3,0,0,-1,0.08,0.04,0
6602,暗影波,4,31,100,1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,3,0,0,-1,3,0,0,-1,0.08,0.04,0
6603,暗影波,4,31,120,1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,3,0,0,-1,3,0,0,-1,0.08,0.04,0
6604,暗影波,4,31,140,1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,3,0,0,-1,3,0,0,-1,0.08,0.04,0
6701,暗影波,1,0,30,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,3,0,0,-1,3,0,0,-1,0.08,0.04,0
6702,暗影波,1,0,50,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,3,0,0,-1,3,0,0,-1,0.08,0.04,0
6703,暗影波,1,0,70,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,3,0,0,-1,3,0,0,-1,0.08,0.04,0
6704,暗影波,1,0,90,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,3,0,0,-1,3,0,0,-1,0.08,0.04,0
6801,火焰风暴,1,0,100,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,3,0,0,-1,3,0,0,-1,0.08,0.04,0
6802,火焰风暴,1,0,160,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,3,0,0,-1,3,0,0,-1,0.08,0.04,0
6803,火焰风暴,1,0,220,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,3,0,0,-1,3,0,0,-1,0.08,0.04,0
6804,火焰风暴,1,0,280,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,3,0,0,-1,3,0,0,-1,0.08,0.04,0
6901,火焰风暴,3,0,20,2,1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,zjz_minghuobaojishouji,3,0,0,-1,3,0,0,-1,0.08,0.04,0
6902,火焰风暴,3,0,40,2,1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,zjz_minghuobaojishouji,3,0,0,-1,3,0,0,-1,0.08,0.04,0
6903,火焰风暴,3,0,60,2,1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,zjz_minghuobaojishouji,3,0,0,-1,3,0,0,-1,0.08,0.04,0
6904,火焰风暴,3,0,80,2,1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,zjz_minghuobaojishouji,3,0,0,-1,3,0,0,-1,0.08,0.04,0
7001,离子外壳,3,0,10,20,2,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,zjz_hunluanzhijianshouji,2,0,0,-1,3,0,0,-1,0.08,0.1,0
7002,离子外壳,3,0,20,20,2,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,zjz_hunluanzhijianshouji,2,0,0,-1,3,0,0,-1,0.08,0.1,0
7003,离子外壳,3,0,30,20,2,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,zjz_hunluanzhijianshouji,2,0,0,-1,3,0,0,-1,0.08,0.1,0
7004,离子外壳,3,0,40,20,2,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,zjz_hunluanzhijianshouji,2,0,0,-1,3,0,0,-1,0.08,0.1,0
7101,雷神之怒,1,0,225,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,3,0,0,-1,3,0,0,-1,0.08,0.04,0
7102,雷神之怒,1,0,350,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,3,0,0,-1,3,0,0,-1,0.08,0.04,0
7103,雷神之怒,1,0,475,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,3,0,0,-1,3,0,0,-1,0.08,0.04,0
7104,雷神之怒,1,0,600,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,3,0,0,-1,3,0,0,-1,0.08,0.04,0
7201,辉煌光环,4,22,200,120,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,3,0,0,-1,3,0,0,-1,0.08,0.04,0
7202,辉煌光环,4,22,300,120,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,3,0,0,-1,3,0,0,-1,0.08,0.04,0
7203,辉煌光环,4,22,400,120,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,3,0,0,-1,3,0,0,-1,0.08,0.04,0
7204,辉煌光环,4,22,500,120,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,3,0,0,-1,3,0,0,-1,0.08,0.04,0
7205,辉煌光环,4,32,200,1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,3,0,0,-1,3,0,0,-1,0.08,0.04,0
7206,辉煌光环,4,32,300,1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,3,0,0,-1,3,0,0,-1,0.08,0.04,0
7207,辉煌光环,4,32,400,1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,3,0,0,-1,3,0,0,-1,0.08,0.04,0
7208,辉煌光环,4,32,500,1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,3,0,0,-1,3,0,0,-1,0.08,0.04,0
7301,神之力量,4,24,100,30,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,3,0,0,-1,3,0,0,-1,0.08,0.04,0
7302,神之力量,4,24,150,30,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,3,0,0,-1,3,0,0,-1,0.08,0.04,0
7303,神之力量,4,24,200,30,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,3,0,0,-1,3,0,0,-1,0.08,0.04,0
7304,神之力量,4,24,250,30,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,3,0,0,-1,3,0,0,-1,0.08,0.04,0
7401,回音击,0,0,320,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,3,0,0,-1,3,0,0,-1,0.08,0.04,0
7402,回音击,0,0,410,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,3,0,0,-1,3,0,0,-1,0.08,0.04,0
7403,回音击,0,0,500,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,3,0,0,-1,3,0,0,-1,0.08,0.04,0
7404,回音击,0,0,590,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,3,0,0,-1,3,0,0,-1,0.08,0.04,0
7501,回音击,5,3,200,3,-1,-1,1,100,-1,-1,-1,-1,-1,-1,zjz_xuanyun,-1,3,0,0.1,-1,3,0,0,-1,0.08,0.04,0
7502,回音击,5,3,200,3,-1,-1,1,100,-1,-1,-1,-1,-1,-1,zjz_xuanyun,-1,3,0,0.1,-1,3,0,0,-1,0.08,0.04,0
7503,回音击,5,3,200,3,-1,-1,1,100,-1,-1,-1,-1,-1,-1,zjz_xuanyun,-1,3,0,0.1,-1,3,0,0,-1,0.08,0.04,0
7504,回音击,5,3,200,3,-1,-1,1,100,-1,-1,-1,-1,-1,-1,zjz_xuanyun,-1,3,0,0.1,-1,3,0,0,-1,0.08,0.04,0
7601,神灭斩,1,0,450,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,3,0,0,-1,3,0,0,-1,0.08,0.04,0
7602,神灭斩,1,0,675,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,3,0,0,-1,3,0,0,-1,0.08,0.04,0
7603,神灭斩,1,0,950,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,3,0,0,-1,3,0,0,-1,0.08,0.04,0
7604,神灭斩,1,0,1225,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,3,0,0,-1,3,0,0,-1,0.08,0.04,0
7701,妖术,5,3,200,7,-1,-1,1,100,-1,-1,-1,-1,-1,-1,zjz_xuanyun,-1,8,0,0,-1,8,0,0,-1,0.08,0.04,2
7702,妖术,5,3,200,8,-1,-1,1,100,-1,-1,-1,-1,-1,-1,zjz_xuanyun,-1,8,0,0,-1,8,0,0,-1,0.08,0.04,2
7703,妖术,5,3,200,9,-1,-1,1,100,-1,-1,-1,-1,-1,-1,zjz_xuanyun,-1,8,0,0,-1,8,0,0,-1,0.08,0.04,2
7704,妖术,5,3,200,10,-1,-1,1,100,-1,-1,-1,-1,-1,-1,zjz_xuanyun,-1,8,0,0,-1,8,0,0,-1,0.08,0.04,2
7801,战意,4,4,20,120,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,3,0,0,-1,3,0,0,-1,0.08,0.04,0
7802,战意,4,4,25,120,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,3,0,0,-1,3,0,0,-1,0.08,0.04,0
7803,战意,4,4,30,120,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,3,0,0,-1,3,0,0,-1,0.08,0.04,0
7804,战意,4,4,35,120,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,3,0,0,-1,3,0,0,-1,0.08,0.04,0
7901,战意,4,23,15,120,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,3,0,0,-1,3,0,0,-1,0.08,0.04,0
7902,战意,4,23,17,120,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,3,0,0,-1,3,0,0,-1,0.08,0.04,0
7903,战意,4,23,20,120,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,3,0,0,-1,3,0,0,-1,0.08,0.04,0
7904,战意,4,23,25,120,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,3,0,0,-1,3,0,0,-1,0.08,0.04,0
8001,双刃剑,1,0,175,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,3,0,0,-1,3,0,0,-1,0.08,0.04,0
8002,双刃剑,1,0,250,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,3,0,0,-1,3,0,0,-1,0.08,0.04,0
8003,双刃剑,1,0,325,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,3,0,0,-1,3,0,0,-1,0.08,0.04,0
8004,双刃剑,1,0,400,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,3,0,0,-1,3,0,0,-1,0.08,0.04,0
8101,双刃剑,1,0,175,0,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,3,0,0,-1,3,0,0,-1,0.08,0.04,0
8102,双刃剑,1,0,250,0,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,3,0,0,-1,3,0,0,-1,0.08,0.04,0
8103,双刃剑,1,0,325,0,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,3,0,0,-1,3,0,0,-1,0.08,0.04,0
