技能ID,策划注释,技能名称,技能等级,技能描述,目标选择方式,技能施放概率,法力消耗,技能内置冷却,技能冷却ID,第一次施放,技能类型,附加Impact 1,附加Impact 1概率,选择目标类型,附加Impact 2,附加Impact 2概率,选择目标类型,附加Impact 3,附加Impact 3概率,选择目标类型,附加Impact 4,附加Impact 4概率,选择目标类型,脚本ID,英雄等级,银币消耗,学习类型,道具消耗ID,道具消耗数量,木材消耗,学习成功率,增加成功率道具,道具增加的成功率,道具最大使用数量,技能出手动作（64以下为出手动作）,技能自身特效,技能受击特效,技能图标,技能施放位置（0为原地，1为到某一列前，2为到目标前，3为到敌方整体区域）,技能受击动作（63以上为受击动作）,技能施放特效,特效的类型（0为只有受击，1为点对点，2为发射物体击中目标消失，3为向固定方向发射物体，4为一个区域的大特效）,施放特效缩放比例,施放特效x偏移量,施放特效y偏移量,施放特效声音,本体特效缩放比例,本体特效x偏移量,本体特效y偏移量,本体特效速度,本体特效声音,受击特效缩放比例,受击特效x偏移量,受击特效y偏移量,受击特效声音,施放特效播放速度,本体特效施放速度,受击特效播放速度,起始x偏移量,起始y偏移量,飞行击中x偏移量,飞行击中y偏移量,
100701,马蹄践踏,马蹄践踏,1,猛击地面，对敌方地面单位造成100点伤害，并使他们晕眩3回合。,0,10000,80,13,8,1,0,1101,10000,8,1201,10000,8,-1,-1,-1,-1,-1,-1,-1,1,100,0,-1,-1,-1,-1,-1,10,2,1,-1,zjz_chongjiboshouji,zj_matijianta.jpg,2,64,zjz_matijianta,0,3,0,0.1,zs_caidiban.mp3,3,0,0,1.25,zs_caidiban.mp3,3,0,0,-1,0.04,0.04,0.06,0,0,0,0,
100702,马蹄践踏,马蹄践踏,2,猛击地面，对敌方地面单位造成152点伤害，并使他们晕眩3回合。,0,10000,100,13,8,1,0,1102,10000,8,1202,10000,8,-1,-1,-1,-1,-1,-1,-1,3,100,0,-1,-1,-1,50,-1,10,2,1,-1,zjz_chongjiboshouji,zj_matijianta.jpg,2,64,zjz_matijianta,0,3,0,0.1,zs_caidiban.mp3,3,0,0,1.25,zs_caidiban.mp3,3,0,0,-1,0.04,0.04,0.06,0,0,0,0,
100703,马蹄践踏,马蹄践踏,3,猛击地面，对敌方地面单位造成200点伤害，并使他们晕眩4回合。,0,10000,115,13,8,1,0,1103,10000,8,1203,10000,8,-1,-1,-1,-1,-1,-1,-1,5,100,0,-1,-1,-1,250,-1,10,2,1,-1,zjz_chongjiboshouji,zj_matijianta.jpg,2,64,zjz_matijianta,0,3,0,0.1,zs_caidiban.mp3,3,0,0,1.25,zs_caidiban.mp3,3,0,0,-1,0.04,0.04,0.06,0,0,0,0,
100704,马蹄践踏,马蹄践踏,4,猛击地面，对敌方地面单位造成250点伤害，并使他们晕眩4回合。,0,10000,130,13,8,1,0,1104,10000,8,1204,10000,8,-1,-1,-1,-1,-1,-1,-1,7,100,0,-1,-1,-1,350,-1,10,2,1,-1,zjz_chongjiboshouji,zj_matijianta.jpg,2,64,zjz_matijianta,0,3,0,0.1,zs_caidiban.mp3,3,0,0,1.25,zs_caidiban.mp3,3,0,0,-1,0.04,0.04,0.06,0,0,0,0,
100705,马蹄践踏,马蹄践踏,5,猛击地面，对敌方地面单位造成400点伤害，并使他们晕眩4回合。,0,10000,195,13,8,1,0,61101,10000,8,61201,10000,8,-1,-1,-1,-1,-1,-1,-1,9,100,1,10010106|10010107,1|1,3000,600,-1,10,2,1,-1,zjz_chongjiboshouji,zj_matijianta.jpg,2,64,zjz_matijianta,0,3,0,0.1,zs_caidiban.mp3,3,0,0,1.25,zs_caidiban.mp3,3,0,0,-1,0.04,0.04,0.06,0,0,0,0,
100706,马蹄践踏,马蹄践踏,6,猛击地面，对敌方地面单位造成640点伤害，并使他们晕眩4回合。,0,10000,290,13,8,1,0,61102,10000,8,61202,10000,8,-1,-1,-1,-1,-1,-1,-1,11,100,1,10010028,1,11000,600,-1,10,2,1,-1,zjz_chongjiboshouji,zj_matijianta.jpg,2,64,zjz_matijianta,0,3,0,0.1,zs_caidiban.mp3,3,0,0,1.25,zs_caidiban.mp3,3,0,0,-1,0.04,0.04,0.06,0,0,0,0,
100707,马蹄践踏,马蹄践踏,7,猛击地面，对敌方地面单位造成1020点伤害，并使他们晕眩4回合。,0,10000,435,13,8,1,0,61103,10000,8,61203,10000,8,-1,-1,-1,-1,-1,-1,-1,13,100,1,10010028,1,24000,600,-1,10,2,1,-1,zjz_chongjiboshouji,zj_matijianta.jpg,2,64,zjz_matijianta,0,3,0,0.1,zs_caidiban.mp3,3,0,0,1.25,zs_caidiban.mp3,3,0,0,-1,0.04,0.04,0.06,0,0,0,0,
100801,火焰气息,火焰气息,1,向前方吐出一道火焰，造成敌方90点伤害,0,10000,100,12,9,1,0,1301,10000,7,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,100,0,-1,-1,-1,-1,-1,10,2,1,-1,zjz_longpozhanshouji,zj_huoyanqixi.jpg,1,64,zjz_huoyanqixi,0,4.5,0,0.3,zs_penhuo.mp3,4.5,0,0,1,zs_penhuo.mp3,3,0,0,-1,0.04,0.04,0.04,0,0,0,0,
100802,火焰气息,火焰气息,2,向前方吐出一道火焰，造成敌方170点伤害,0,10000,110,12,9,1,0,1302,10000,7,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,3,100,0,-1,-1,-1,50,-1,10,2,1,-1,zjz_longpozhanshouji,zj_huoyanqixi.jpg,1,64,zjz_huoyanqixi,0,4.5,0,0.3,zs_penhuo.mp3,4.5,0,0,1,zs_penhuo.mp3,3,0,0,-1,0.04,0.04,0.04,0,0,0,0,
100803,火焰气息,火焰气息,3,向前方吐出一道火焰，造成敌方240点伤害,0,10000,120,12,9,1,0,1303,10000,7,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,5,100,0,-1,-1,-1,250,-1,10,2,1,-1,zjz_longpozhanshouji,zj_huoyanqixi.jpg,1,64,zjz_huoyanqixi,0,4.5,0,0.3,zs_penhuo.mp3,4.5,0,0,1,zs_penhuo.mp3,3,0,0,-1,0.04,0.04,0.04,0,0,0,0,
100804,火焰气息,火焰气息,4,向前方吐出一道火焰，造成敌方300点伤害,0,10000,130,12,9,1,0,1304,10000,7,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,7,100,0,-1,-1,-1,350,-1,10,2,1,-1,zjz_longpozhanshouji,zj_huoyanqixi.jpg,1,64,zjz_huoyanqixi,0,4.5,0,0.3,zs_penhuo.mp3,4.5,0,0,1,zs_penhuo.mp3,3,0,0,-1,0.04,0.04,0.04,0,0,0,0,
100805,火焰气息,火焰气息,5,向前方吐出一道火焰，造成敌方480点伤害,0,10000,195,12,9,1,0,61301,10000,7,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,9,100,1,10010106|10010107,1|1,3000,600,-1,10,2,1,-1,zjz_longpozhanshouji,zj_huoyanqixi.jpg,1,64,zjz_huoyanqixi,0,4.5,0,0.3,zs_penhuo.mp3,4.5,0,0,1,zs_penhuo.mp3,3,0,0,-1,0.04,0.04,0.04,0,0,0,0,
100806,火焰气息,火焰气息,6,向前方吐出一道火焰，造成敌方770点伤害,0,10000,290,12,9,1,0,61302,10000,7,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,11,100,1,10010028,1,11000,600,-1,10,2,1,-1,zjz_longpozhanshouji,zj_huoyanqixi.jpg,1,64,zjz_huoyanqixi,0,4.5,0,0.3,zs_penhuo.mp3,4.5,0,0,1,zs_penhuo.mp3,3,0,0,-1,0.04,0.04,0.04,0,0,0,0,
100807,火焰气息,火焰气息,7,向前方吐出一道火焰，造成敌方1230点伤害,0,10000,435,12,9,1,0,61303,10000,7,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,13,100,1,10010028,1,24000,600,-1,10,2,1,-1,zjz_longpozhanshouji,zj_huoyanqixi.jpg,1,64,zjz_huoyanqixi,0,4.5,0,0.3,zs_penhuo.mp3,4.5,0,0,1,zs_penhuo.mp3,3,0,0,-1,0.04,0.04,0.04,0,0,0,0,
100901,闪烁,闪烁,1,瞬间移动到敌人面前，对目标造成自身攻击1.5倍的伤害并消除目标32点魔法。,2,10000,60,12,10,1,0,16901,10000,9,1401,10000,9,-1,-1,-1,-1,-1,-1,-1,1,100,0,-1,-1,-1,-1,-1,10,2,1,-1,zjz_wulimingzhong,zj_shanshuo.jpg,2,64,zjz_wuli,0,1.5,0,0,zs_tiaodao.mp3,3,0,0,1.25,zs_tiaodao.mp3,3,0,0,zs_wulishouji.mp3,0.04,0.04,0.04,0,0,0,0,
100902,闪烁,闪烁,2,瞬间移动到敌人面前，对目标造成自身攻击2倍的伤害并消除目标64点魔法。。,2,10000,60,9,10,1,0,16902,10000,9,1402,10000,9,-1,-1,-1,-1,-1,-1,-1,3,100,0,-1,-1,-1,50,-1,10,2,1,-1,zjz_wulimingzhong,zj_shanshuo.jpg,2,64,zjz_wuli,0,1.5,0,0,zs_tiaodao.mp3,3,0,0,1.25,zs_tiaodao.mp3,3,0,0,zs_wulishouji.mp3,0.04,0.04,0.04,0,0,0,0,
100903,闪烁,闪烁,3,瞬间移动到敌人面前，对目标造成自身攻击2.5倍的伤害并消除目标96点魔法。。,2,10000,60,7,10,1,0,16903,10000,9,1403,10000,9,-1,-1,-1,-1,-1,-1,-1,5,100,0,-1,-1,-1,250,-1,10,2,1,-1,zjz_wulimingzhong,zj_shanshuo.jpg,2,64,zjz_wuli,0,1.5,0,0,zs_tiaodao.mp3,3,0,0,1.25,zs_tiaodao.mp3,3,0,0,zs_wulishouji.mp3,0.04,0.04,0.04,0,0,0,0,
100904,闪烁,闪烁,4,瞬间移动到敌人面前，对目标造成自身攻击3倍的伤害并消除目标128点魔法。。,2,10000,60,5,10,1,0,16904,10000,9,1404,10000,9,-1,-1,-1,-1,-1,-1,-1,7,100,0,-1,-1,-1,350,-1,10,2,1,-1,zjz_wulimingzhong,zj_shanshuo.jpg,2,64,zjz_wuli,0,1.5,0,0,zs_tiaodao.mp3,3,0,0,1.25,zs_tiaodao.mp3,3,0,0,zs_wulishouji.mp3,0.04,0.04,0.04,0,0,0,0,
100905,闪烁,闪烁,5,瞬间移动到敌人面前，对目标造成自身攻击3.5倍的伤害并消除目标205点魔法。。,2,10000,60,5,10,1,0,76901,10000,9,61401,10000,9,-1,-1,-1,-1,-1,-1,-1,9,100,1,10010106|10010107,1|1,3000,600,-1,10,2,1,-1,zjz_wulimingzhong,zj_shanshuo.jpg,2,64,zjz_wuli,0,1.5,0,0,zs_tiaodao.mp3,3,0,0,1.25,zs_tiaodao.mp3,3,0,0,zs_wulishouji.mp3,0.04,0.04,0.04,0,0,0,0,
100906,闪烁,闪烁,6,瞬间移动到敌人面前，对目标造成自身攻击4倍的伤害并消除目标328点魔法。。,2,10000,60,5,10,1,0,76902,10000,9,61402,10000,9,-1,-1,-1,-1,-1,-1,-1,11,100,1,10010028,1,11000,600,-1,10,2,1,-1,zjz_wulimingzhong,zj_shanshuo.jpg,2,64,zjz_wuli,0,1.5,0,0,zs_tiaodao.mp3,3,0,0,1.25,zs_tiaodao.mp3,3,0,0,zs_wulishouji.mp3,0.04,0.04,0.04,0,0,0,0,
100907,闪烁,闪烁,7,瞬间移动到敌人面前，对目标造成自身攻击4.5倍的伤害并消除目标525点魔法。。,2,10000,60,5,10,1,0,76903,10000,9,61403,10000,9,-1,-1,-1,-1,-1,-1,-1,13,100,1,10010028,1,24000,600,-1,10,2,1,-1,zjz_wulimingzhong,zj_shanshuo.jpg,2,64,zjz_wuli,0,1.5,0,0,zs_tiaodao.mp3,3,0,0,1.25,zs_tiaodao.mp3,3,0,0,zs_wulishouji.mp3,0.04,0.04,0.04,0,0,0,0,
101001,强击光环,强击光环,1,为你和所有友军的单位提供14%物理攻击力加成。,-1,10000,0,0,11,1,1,1501,10000,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,100,0,-1,-1,-1,-1,-1,10,2,1,-1,zjz_qiangjiguanghuan,zj_qiangjiguanghuan.jpg,0,64,-1,0,3,0,0,-1,3,0,0,1.25,-1,3,0,0,-1,0.04,0.04,0.4,0,0,0,0,
101002,强击光环,强击光环,2,为你和所有友军的单位提供18%物理攻击力加成。,-1,10000,0,0,11,1,1,1502,10000,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,3,100,0,-1,-1,-1,50,-1,10,2,1,-1,zjz_qiangjiguanghuan,zj_qiangjiguanghuan.jpg,0,64,-1,0,3,0,0,-1,3,0,0,1.25,-1,3,0,0,-1,0.04,0.04,0.4,0,0,0,0,
101003,强击光环,强击光环,3,为你和所有友军的单位提供22%物理攻击力加成。,-1,10000,0,0,11,1,1,1503,10000,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,5,100,0,-1,-1,-1,250,-1,10,2,1,-1,zjz_qiangjiguanghuan,zj_qiangjiguanghuan.jpg,0,64,-1,0,3,0,0,-1,3,0,0,1.25,-1,3,0,0,-1,0.04,0.04,0.4,0,0,0,0,
101004,强击光环,强击光环,4,为你和所有友军的单位提供26%物理攻击力加成。,-1,10000,0,0,11,1,1,1504,10000,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,7,100,0,-1,-1,-1,350,-1,10,2,1,-1,zjz_qiangjiguanghuan,zj_qiangjiguanghuan.jpg,0,64,-1,0,3,0,0,-1,3,0,0,1.25,-1,3,0,0,-1,0.04,0.04,0.4,0,0,0,0,
101005,强击光环,强击光环,5,为你和所有友军的单位提供30%物理攻击力加成。,-1,10000,0,0,11,1,1,61501,10000,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,9,100,1,10010106|10010107,1|1,3000,600,-1,10,2,1,-1,zjz_qiangjiguanghuan,zj_qiangjiguanghuan.jpg,0,64,-1,0,3,0,0,-1,3,0,0,1.25,-1,3,0,0,-1,0.04,0.04,0.4,0,0,0,0,
101006,强击光环,强击光环,6,为你和所有友军的单位提供34%物理攻击力加成。,-1,10000,0,0,11,1,1,61502,10000,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,11,100,1,10010028,1,11000,600,-1,10,2,1,-1,zjz_qiangjiguanghuan,zj_qiangjiguanghuan.jpg,0,64,-1,0,3,0,0,-1,3,0,0,1.25,-1,3,0,0,-1,0.04,0.04,0.4,0,0,0,0,
101007,强击光环,强击光环,7,为你和所有友军的单位提供38%物理攻击力加成。,-1,10000,0,0,11,1,1,61503,10000,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,13,100,1,10010028,1,24000,600,-1,10,2,1,-1,zjz_qiangjiguanghuan,zj_qiangjiguanghuan.jpg,0,64,-1,0,3,0,0,-1,3,0,0,1.25,-1,3,0,0,-1,0.04,0.04,0.4,0,0,0,0,
101101,洗礼,洗礼,1,立刻恢复一个友方单位的生命值90点。,0,10000,100,10,12,9,0,1601,10000,10,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,100,0,-1,-1,-1,-1,-1,10,2,1,-1,zjz_xili,zj_xili.jpg,0,64,-1,0,3,0,0,-1,3,0,0,1.25,-1,2,0,0.05,zs_jiaxue.mp3,0.04,0.04,0.04,0,0,0,0,
101102,洗礼,洗礼,2,立刻恢复一个友方单位的生命值180点。,0,10000,120,10,12,9,0,1602,10000,10,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,3,100,0,-1,-1,-1,50,-1,10,2,1,-1,zjz_xili,zj_xili.jpg,0,64,-1,0,3,0,0,-1,3,0,0,1.25,-1,2,0,0.05,zs_jiaxue.mp3,0.04,0.04,0.04,0,0,0,0,
101103,洗礼,洗礼,3,立刻恢复一个友方单位的生命值270点。,0,10000,140,10,12,9,0,1603,10000,10,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,5,100,0,-1,-1,-1,250,-1,10,2,1,-1,zjz_xili,zj_xili.jpg,0,64,-1,0,3,0,0,-1,3,0,0,1.25,-1,2,0,0.05,zs_jiaxue.mp3,0.04,0.04,0.04,0,0,0,0,
101104,洗礼,洗礼,4,立刻恢复一个友方单位的生命值360点。,0,10000,160,10,12,9,0,1604,10000,10,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,7,100,0,-1,-1,-1,350,-1,10,2,1,-1,zjz_xili,zj_xili.jpg,0,64,-1,0,3,0,0,-1,3,0,0,1.25,-1,2,0,0.05,zs_jiaxue.mp3,0.04,0.04,0.04,0,0,0,0,
101105,洗礼,洗礼,5,立刻恢复一个友方单位的生命值580点。,0,10000,240,10,12,9,0,61601,10000,10,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,9,100,1,10010106|10010107,1|1,3000,600,-1,10,2,1,-1,zjz_xili,zj_xili.jpg,0,64,-1,0,3,0,0,-1,3,0,0,1.25,-1,2,0,0.05,zs_jiaxue.mp3,0.04,0.04,0.04,0,0,0,0,
101106,洗礼,洗礼,6,立刻恢复一个友方单位的生命值930点。,0,10000,360,10,12,9,0,61602,10000,10,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,11,100,1,10010028,1,11000,600,-1,10,2,1,-1,zjz_xili,zj_xili.jpg,0,64,-1,0,3,0,0,-1,3,0,0,1.25,-1,2,0,0.05,zs_jiaxue.mp3,0.04,0.04,0.04,0,0,0,0,
101107,洗礼,洗礼,7,立刻恢复一个友方单位的生命值1490点。,0,10000,540,10,12,9,0,61603,10000,10,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,13,100,1,10010028,1,24000,600,-1,10,2,1,-1,zjz_xili,zj_xili.jpg,0,64,-1,0,3,0,0,-1,3,0,0,1.25,-1,2,0,0.05,zs_jiaxue.mp3,0.04,0.04,0.04,0,0,0,0,
101201,冲击波,冲击波,1,将正相魔法积聚成球，对一条直线上的敌方单位造成200点伤害。,0,10000,150,10,13,1,0,1701,10000,7,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,100,0,-1,-1,-1,-1,-1,10,2,1,zjz_chongjibo,zjz_chongjiboshouji,zj_chongjibo.jpg,1,64,-1,3,3,0,0,zs_qunxingyunluoshouji.mp3,3,0,0,1.25,zs_qunxingyunluoshouji.mp3,3,0,0,-1,0.04,0.04,0.04,0,0,0,0,
101202,冲击波,冲击波,2,将正相魔法积聚成球，对一条直线上的敌方单位造成300点伤害。,0,10000,150,10,13,1,0,1702,10000,7,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,3,100,0,-1,-1,-1,50,-1,10,2,1,zjz_chongjibo,zjz_chongjiboshouji,zj_chongjibo.jpg,1,64,-1,3,3,0,0,zs_qunxingyunluoshouji.mp3,3,0,0,1.25,zs_qunxingyunluoshouji.mp3,3,0,0,-1,0.04,0.04,0.04,0,0,0,0,
101203,冲击波,冲击波,3,将正相魔法积聚成球，对一条直线上的敌方单位造成400点伤害。,0,10000,150,10,13,1,0,1703,10000,7,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,5,100,0,-1,-1,-1,250,-1,10,2,1,zjz_chongjibo,zjz_chongjiboshouji,zj_chongjibo.jpg,1,64,-1,3,3,0,0,zs_qunxingyunluoshouji.mp3,3,0,0,1.25,zs_qunxingyunluoshouji.mp3,3,0,0,-1,0.04,0.04,0.04,0,0,0,0,
101204,冲击波,冲击波,4,将正相魔法积聚成球，对一条直线上的敌方单位造成500点伤害。,0,10000,150,10,13,1,0,1704,10000,7,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,7,100,0,-1,-1,-1,350,-1,10,2,1,zjz_chongjibo,zjz_chongjiboshouji,zj_chongjibo.jpg,1,64,-1,3,3,0,0,zs_qunxingyunluoshouji.mp3,3,0,0,1.25,zs_qunxingyunluoshouji.mp3,3,0,0,-1,0.04,0.04,0.04,0,0,0,0,
101205,冲击波,冲击波,5,将正相魔法积聚成球，对一条直线上的敌方单位造成800点伤害。,0,10000,150,10,13,1,0,61701,10000,7,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,9,100,1,10010106|10010107,1|1,3000,600,-1,10,2,1,zjz_chongjibo,zjz_chongjiboshouji,zj_chongjibo.jpg,1,64,-1,3,3,0,0,zs_qunxingyunluoshouji.mp3,3,0,0,1.25,zs_qunxingyunluoshouji.mp3,3,0,0,-1,0.04,0.04,0.04,0,0,0,0,
101206,冲击波,冲击波,6,将正相魔法积聚成球，对一条直线上的敌方单位造成1280点伤害。,0,10000,150,10,13,1,0,61702,10000,7,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,11,100,1,10010028,1,11000,600,-1,10,2,1,zjz_chongjibo,zjz_chongjiboshouji,zj_chongjibo.jpg,1,64,-1,3,3,0,0,zs_qunxingyunluoshouji.mp3,3,0,0,1.25,zs_qunxingyunluoshouji.mp3,3,0,0,-1,0.04,0.04,0.04,0,0,0,0,
101207,冲击波,冲击波,7,将正相魔法积聚成球，对一条直线上的敌方单位造成2050点伤害。,0,10000,150,10,13,1,0,61703,10000,7,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,13,100,1,10010028,1,24000,600,-1,10,2,1,zjz_chongjibo,zjz_chongjiboshouji,zj_chongjibo.jpg,1,64,-1,3,3,0,0,zs_qunxingyunluoshouji.mp3,3,0,0,1.25,zs_qunxingyunluoshouji.mp3,3,0,0,-1,0.04,0.04,0.04,0,0,0,0,
101301,超强力量,超强力量,1,让熊战士变得狂暴，急切想把这股力量宣泄到目标身上，持续4回合。,0,10000,45,14,14,1,0,1801,10000,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,100,0,-1,-1,-1,-1,-1,10,2,1,-1,zjz_chaoqiangliliang,zj_chaoqiangliliang.jpg,0,64,-1,0,3,0,0,zs_shifangbuff.mp3,3,0,0,1.25,zs_shifangbuff.mp3,3,0,0,-1,0.04,0.04,0.4,0,0,0,0,
101302,超强力量,超强力量,2,让熊战士变得狂暴，急切想把这股力量宣泄到目标身上，持续5回合。,0,10000,55,14,14,1,0,1802,10000,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,3,100,0,-1,-1,-1,50,-1,10,2,1,-1,zjz_chaoqiangliliang,zj_chaoqiangliliang.jpg,0,64,-1,0,3,0,0,zs_shifangbuff.mp3,3,0,0,1.25,zs_shifangbuff.mp3,3,0,0,-1,0.04,0.04,0.4,0,0,0,0,
101303,超强力量,超强力量,3,让熊战士变得狂暴，急切想把这股力量宣泄到目标身上，持续6回合。,0,10000,65,14,14,1,0,1803,10000,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,5,100,0,-1,-1,-1,250,-1,10,2,1,-1,zjz_chaoqiangliliang,zj_chaoqiangliliang.jpg,0,64,-1,0,3,0,0,zs_shifangbuff.mp3,3,0,0,1.25,zs_shifangbuff.mp3,3,0,0,-1,0.04,0.04,0.4,0,0,0,0,
101304,超强力量,超强力量,4,让熊战士变得狂暴，急切想把这股力量宣泄到目标身上，持续7回合。,0,10000,75,14,14,1,0,1804,10000,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,7,100,0,-1,-1,-1,350,-1,10,2,1,-1,zjz_chaoqiangliliang,zj_chaoqiangliliang.jpg,0,64,-1,0,3,0,0,zs_shifangbuff.mp3,3,0,0,1.25,zs_shifangbuff.mp3,3,0,0,-1,0.04,0.04,0.4,0,0,0,0,
101305,超强力量,超强力量,5,让熊战士变得狂暴，急切想把这股力量宣泄到目标身上，持续8回合。,0,10000,110,14,14,1,0,61801,10000,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,9,100,1,10010106|10010107,1|1,3000,600,-1,10,2,1,-1,zjz_chaoqiangliliang,zj_chaoqiangliliang.jpg,0,64,-1,0,3,0,0,zs_shifangbuff.mp3,3,0,0,1.25,zs_shifangbuff.mp3,3,0,0,-1,0.04,0.04,0.4,0,0,0,0,
101306,超强力量,超强力量,6,让熊战士变得狂暴，急切想把这股力量宣泄到目标身上，持续9回合。,0,10000,165,14,14,1,0,61802,10000,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,11,100,1,10010028,1,11000,600,-1,10,2,1,-1,zjz_chaoqiangliliang,zj_chaoqiangliliang.jpg,0,64,-1,0,3,0,0,zs_shifangbuff.mp3,3,0,0,1.25,zs_shifangbuff.mp3,3,0,0,-1,0.04,0.04,0.4,0,0,0,0,
101307,超强力量,超强力量,7,让熊战士变得狂暴，急切想把这股力量宣泄到目标身上，持续10回合。,0,10000,245,14,14,1,0,61803,10000,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,13,100,1,10010028,1,24000,600,-1,10,2,1,-1,zjz_chaoqiangliliang,zj_chaoqiangliliang.jpg,0,64,-1,0,3,0,0,zs_shifangbuff.mp3,3,0,0,1.25,zs_shifangbuff.mp3,3,0,0,-1,0.04,0.04,0.4,0,0,0,0,
101401,火焰爆轰,火焰爆轰,1,发出火焰轰炸一个目标，造成80点伤害并晕眩3回合。,2,10000,75,12,15,1,0,1901,10000,3,2001,10000,3,-1,-1,-1,-1,-1,-1,-1,1,100,0,-1,-1,-1,-1,-1,10,2,1,-1,zjz_huoyanbaohong,zj_huoyanbaohong.jpg,0,64,-1,0,2.5,0,0,-1,3,0,0.1,1.25,-1,2.5,0,0.05,zs_huoyanbaohong.mp3,0.04,0.04,0.04,0,0,0,0,
101402,火焰爆轰,火焰爆轰,2,发出火焰轰炸一个目标，造成145点伤害并晕眩3回合。,2,10000,85,10,15,1,0,1902,10000,3,2002,10000,3,-1,-1,-1,-1,-1,-1,-1,3,100,0,-1,-1,-1,50,-1,10,2,1,-1,zjz_huoyanbaohong,zj_huoyanbaohong.jpg,0,64,-1,0,2.5,0,0,-1,3,0,0.1,1.25,-1,2.5,0,0.05,zs_huoyanbaohong.mp3,0.04,0.04,0.04,0,0,0,0,
101403,火焰爆轰,火焰爆轰,3,发出火焰轰炸一个目标，造成210点伤害并晕眩3回合。,2,10000,95,8,15,1,0,1903,10000,3,2003,10000,3,-1,-1,-1,-1,-1,-1,-1,5,100,0,-1,-1,-1,250,-1,10,2,1,-1,zjz_huoyanbaohong,zj_huoyanbaohong.jpg,0,64,-1,0,2.5,0,0,-1,3,0,0.1,1.25,-1,2.5,0,0.05,zs_huoyanbaohong.mp3,0.04,0.04,0.04,0,0,0,0,
101404,火焰爆轰,火焰爆轰,4,发出火焰轰炸一个目标，造成275点伤害并晕眩3回合。,2,10000,105,6,15,1,0,1904,10000,3,2004,10000,3,-1,-1,-1,-1,-1,-1,-1,7,100,0,-1,-1,-1,350,-1,10,2,1,-1,zjz_huoyanbaohong,zj_huoyanbaohong.jpg,0,64,-1,0,2.5,0,0,-1,3,0,0.1,1.25,-1,2.5,0,0.05,zs_huoyanbaohong.mp3,0.04,0.04,0.04,0,0,0,0,
101405,火焰爆轰,火焰爆轰,5,发出火焰轰炸一个目标，造成440点伤害并晕眩3回合。,2,10000,160,6,15,1,0,61901,10000,3,62001,10000,3,-1,-1,-1,-1,-1,-1,-1,9,100,1,10010106|10010107,1|1,3000,600,-1,10,2,1,-1,zjz_huoyanbaohong,zj_huoyanbaohong.jpg,0,64,-1,0,2.5,0,0,-1,3,0,0.1,1.25,-1,2.5,0,0.05,zs_huoyanbaohong.mp3,0.04,0.04,0.04,0,0,0,0,
101406,火焰爆轰,火焰爆轰,6,发出火焰轰炸一个目标，造成705点伤害并晕眩3回合。,2,10000,240,6,15,1,0,61902,10000,3,62002,10000,3,-1,-1,-1,-1,-1,-1,-1,11,100,1,10010028,1,11000,600,-1,10,2,1,-1,zjz_huoyanbaohong,zj_huoyanbaohong.jpg,0,64,-1,0,2.5,0,0,-1,3,0,0.1,1.25,-1,2.5,0,0.05,zs_huoyanbaohong.mp3,0.04,0.04,0.04,0,0,0,0,
